City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
81,lorengau,-2.0226,147.2712,28.46,80,100,1.35,PG,1709870437
82,boguchany,58.3814,97.4531,-3.41,89,100,3.58,RU,1709870437
83,isafjordur,66.0755,-23.124,3.31,95,100,3.04,IS,1709870438
84,hithadhoo,-0.6,73.0833,27.66,73,52,1.54,MV,1709870438
85,mukalla,14.5425,49.1242,26.22,76,100,1.95,YE,1709870438
86,napier,-39.4833,176.9167,17.93,68,100,1.79,NZ,1709870438
87,quepos,9.4236,-84.1652,26.71,83,38,0.82,CR,1709870438
88,kilosa,-6.8333,36.9833,21.17,92,78,0.49,TZ,1709870438
89,al muwayh,22.4333,41.7583,16.1,35,0,3.64,SA,1709870439
90,ancud,-41.8697,-73.8203,12.69,96,100,7.6,CL,1709870439
91,ghanzi,-21.5667,21.7833,21.6,57,15,1.78,BW,1709870439
92,hailun,47.45,126.9333,-7.64,71,10,4.92,CN,1709870439
93,invercargill,-46.4,168.35,14.45,72,81,6.26,NZ,1709870439
94,st. john's,47.5649,-52.7093,-2.69,95,100,9.77,CA,1709870177
95,zaozersk,69.4005,32.4476,-8.36,93,99,1.99,RU,1709870440
96,stanley,54.868,-1.6985,4.04,93,100,4.63,GB,1709870440
97,dwarka,22.2394,68.9678,24.03,51,0,5.3,IN,1709870440
98,la libertad,-2.2333,-80.9,26.29,78,50,1.73,EC,1709870440
99,cozumel,20.5083,-86.9458,25.57,89,32,2.24,MX,1709870412
100,junction city,39.0286,-96.8314,8.89,91,75,3.6,US,1709870441
101,new norfolk,-42.7826,147.0587,21.62,23,55,1.65,AU,1709870441
102,belyy yar,53.6039,91.3903,-2.06,64,0,2.0,RU,1709870441
103,morbi,22.8167,70.8333,25.47,27,0,5.43,IN,1709870441
104,arroio grande,-32.2375,-53.0869,21.04,92,100,4.08,BR,1709870441
105,antalaha,-14.9003,50.2788,24.87,89,73,1.92,MG,1709870442
106,bikenibeu village,1.3673,173.1241,29.98,84,75,3.6,KI,1709870442
107,pagar alam,-4.0167,103.2667,22.3,97,100,1.99,ID,1709870442
108,bilibino,68.0546,166.4372,-19.7,90,53,0.51,RU,1709870442
109,mvurwi,-17.0333,30.85,16.93,97,99,1.49,ZW,1709870442
110,mugia,43.1041,-9.2179,8.28,88,99,8.19,ES,1709870443
111,manokwari,-0.8667,134.0833,26.79,79,100,2.81,ID,1709870443
112,sandnessjoen,66.0217,12.6316,0.29,84,83,2.9,NO,1709870443
113,hadibu,12.65,54.0333,25.69,76,8,3.42,YE,1709870443
114,patacamaya,-17.2333,-67.9167,9.56,83,100,2.93,BO,1709870444
115,city of isabela,6.7085,121.9711,32.03,66,85,3.28,PH,1709870444
116,alice springs,-23.7,133.8833,29.75,49,100,3.6,AU,1709870445
117,quimili,-27.6333,-62.4167,23.13,93,59,3.9,AR,1709870446
118,cabugao,17.7931,120.4578,30.92,55,8,6.77,PH,1709870446
119,kenai,60.5544,-151.2583,2.05,81,0,2.57,US,1709870447
120,walvis bay,-22.9575,14.5053,16.16,100,8,4.13,NA,1709870447
121,the pas,53.8251,-101.2541,-13.99,78,0,0.0,CA,1709870448
122,arar,30.9753,41.0381,12.01,54,0,5.66,SA,1709870448
123,saipan,15.1355,145.701,26.93,73,96,6.78,MP,1709870449
124,kodiak,57.79,-152.4072,1.73,75,100,6.69,US,1709870449
125,gadzhiyevo,69.2551,33.3362,-3.39,78,100,4.9,RU,1709870450
126,aasiaat,68.7098,-52.8699,-14.92,93,100,3.99,GL,1709870451
127,santiago de cao,-7.9589,-79.2392,23.07,88,75,2.57,PE,1709870451
128,college,64.8569,-147.8028,-5.82,73,100,0.0,US,1709870452
129,nova sintra,14.8667,-24.7167,19.69,69,22,6.45,CV,1709870452
130,dudinka,69.4058,86.1778,-19.66,100,95,0.91,RU,1709870389
131,flin flon,54.7682,-101.865,-17.3,97,20,1.77,CA,1709870453
132,thompson,55.7435,-97.8558,-18.91,78,0,1.03,CA,1709870429
133,lata,40.1629,-8.3327,10.6,85,100,6.57,PT,1709870453
134,bichura,50.5881,107.6022,-5.45,80,66,1.11,RU,1709870454
135,posto fiscal rolim de moura,-13.0833,-62.2667,23.23,97,100,0.92,BR,1709870454
136,ciudad lazaro cardenas,17.9583,-102.2,22.58,80,12,1.69,MX,1709870454
137,pangody,65.85,74.4859,-15.09,95,100,2.12,RU,1709870455
138,luderitz,-26.6481,15.1594,17.32,60,0,3.14,NA,1709870455
139,hermanus,-34.4187,19.2345,18.78,88,46,3.04,ZA,1709870456
140,le lavandou,43.137,6.366,9.31,90,0,3.09,FR,1709870456
141,pacasmayo,-7.4006,-79.5714,23.75,75,96,4.66,PE,1709870457
142,nar'yan-mar,67.6713,53.087,-17.36,95,100,7.18,RU,1709870457
143,naze,28.3667,129.4833,14.51,55,75,8.55,JP,1709870457
144,candelaria,13.9311,121.4233,28.55,54,100,3.24,PH,1709870458
145,ha'il,27.5219,41.6907,9.01,53,0,0.0,SA,1709870459
146,igarka,67.4667,86.5833,-15.61,91,100,4.53,RU,1709870461
147,sinabang,2.4803,96.3801,25.61,88,100,4.97,ID,1709870461
148,puerto armuelles,8.2833,-82.8667,27.83,61,22,0.45,PA,1709870461
149,sao gabriel da cachoeira,-0.1303,-67.0892,24.25,94,100,0.33,BR,1709870461
150,bonthe,7.5264,-12.505,25.13,86,80,2.25,SL,1709870461
151,broome,42.2506,-75.833,3.98,93,7,0.45,US,1709870461
152,fort mcmurray,56.7268,-111.381,-5.23,63,75,3.09,CA,1709870215
153,riverton,40.5219,-111.9391,3.42,73,0,7.15,US,1709870253
154,puerto aysen,-45.4,-72.7,9.95,99,100,1.55,CL,1709870472
155,shakawe,-18.3667,21.85,19.73,83,100,2.26,BW,1709870472
156,muroto-misakicho,33.2833,134.15,11.75,41,7,11.37,JP,1709870355
157,lompoc,34.6391,-120.4579,12.1,80,0,7.15,US,1709870472
158,funadhoo,6.15,73.2667,28.0,70,45,2.85,MV,1709870472
159,quesnel,52.9999,-122.5029,0.28,69,100,1.03,CA,1709870472
160,avarua,-21.2078,-159.775,29.03,79,40,5.14,CK,1709870473
161,khamharia,20.9833,82.2667,28.22,25,0,4.26,IN,1709870473
162,kerikeri,-35.2268,173.9474,21.55,62,20,1.82,NZ,1709870483
163,quellon,-43.1167,-73.6167,11.64,93,100,5.84,CL,1709870490
164,richmond,37.5538,-77.4603,12.81,79,0,4.12,US,1709870441
165,jabal os saraj,35.1183,69.2378,3.34,41,8,0.47,AF,1709870492
166,tan-tan,28.438,-11.1032,15.5,63,34,6.97,MA,1709870493
167,recani,31.2846,-4.2688,13.29,28,0,3.91,MA,1709870494
168,utrik,11.2278,169.8474,26.6,81,80,10.95,MH,1709870494
169,el alto,-4.2714,-81.2147,24.85,71,65,5.59,PE,1709870495
170,san pedro pochutla,15.7333,-96.4667,22.15,84,0,2.32,MX,1709870496
171,ponta delgada,37.7333,-25.6667,16.4,82,40,11.32,PT,1709870496
172,canutama,-6.5339,-64.3831,24.31,98,100,0.3,BR,1709870496
173,kristiansund,63.1115,7.732,3.36,70,100,2.06,NO,1709870497
174,portland,45.5234,-122.6762,6.78,71,76,0.45,US,1709870418
175,labrador city,52.9463,-66.9114,-22.05,81,0,1.03,CA,1709870498
176,oranjemund,-28.55,16.4333,17.83,63,0,2.38,NA,1709870498
177,markala,13.7021,-6.0659,26.41,12,7,3.94,ML,1709870499
178,dauphin,51.1494,-100.0502,-14.92,72,0,3.6,CA,1709870408
179,anadyr,64.75,177.4833,-17.72,78,100,3.0,RU,1709870499
180,whitehorse,60.7161,-135.0538,-3.57,68,20,3.6,CA,1709870500
181,mount isa,-20.7333,139.5,33.87,46,100,6.17,AU,1709870500
182,nantucket,41.2835,-70.0995,4.45,87,100,12.86,US,1709870501
183,torghay,49.6339,63.4981,-9.27,95,99,1.6,KZ,1709870501
184,tolanaro,-25.0319,46.9987,26.04,83,40,9.77,MG,1709870501
185,arkalyk,50.2486,66.9114,-6.97,96,100,3.91,KZ,1709870502
186,xining,36.6167,101.7667,2.38,38,76,0.77,CN,1709870412
187,newman,37.3138,-121.0208,11.81,80,1,1.34,US,1709870502
188,puquio,-14.7,-74.1333,12.17,86,100,0.99,PE,1709870503
189,machico,32.7,-16.7667,14.35,72,40,3.09,PT,1709870503
190,lebu,-37.6167,-73.65,12.09,87,49,5.76,CL,1709870504
191,kharabali,47.4196,47.2568,-3.67,83,76,2.51,RU,1709870504
192,east london,-33.0153,27.9116,20.52,52,0,4.12,ZA,1709870505
193,cabo san lucas,22.8909,-109.9124,21.95,67,94,1.34,MX,1709870505
194,wotje,9.4543,170.2367,26.95,81,98,11.58,MH,1709870505
195,banfora,10.6333,-4.7667,28.72,29,67,0.55,BF,1709870506
196,cova figueira,14.8905,-24.2934,19.01,75,43,9.27,CV,1709870506
197,tekkali,18.6167,84.2333,30.2,54,9,1.07,IN,1709870507
198,nemuro,43.3236,145.575,-3.29,82,100,4.54,JP,1709870507
199,lihue,21.9789,-159.3672,22.42,74,29,8.83,US,1709870508
200,vuktyl,63.8567,57.3094,-18.83,100,100,0.89,RU,1709870508
201,nha trang,12.25,109.1833,30.0,60,68,4.85,VN,1709870508
202,konstantinovka,49.6167,127.9833,-9.84,79,31,3.55,RU,1709870508
203,aketi,2.7388,23.7833,22.95,81,100,0.36,CD,1709870509
204,hasaki,35.7333,140.8333,7.94,93,100,11.91,JP,1709870509
205,enewetak,11.3474,162.3373,26.46,84,56,9.86,MH,1709870510
206,palikir - national government center,6.9248,158.1611,30.47,74,100,6.17,FM,1709870329
207,vorgashor,67.5833,63.95,-22.89,97,65,3.36,RU,1709870510
208,kayalpattinam,8.5667,78.1167,29.17,70,20,0.0,IN,1709870511
209,tahe,52.3333,124.7333,-6.93,48,8,3.69,CN,1709870512
210,moissala,8.3404,17.7663,23.44,16,27,2.24,TD,1709870512
211,kapa'a,22.0752,-159.319,22.83,60,28,1.34,US,1709870512
212,petropavlovsk-kamchatsky,53.0452,158.6483,-3.67,77,75,10.0,RU,1709870512
213,kosti,13.1629,32.6635,22.16,12,17,4.39,SD,1709870513
214,mount pearl,47.5166,-52.7813,-3.15,95,100,9.77,CA,1709870246
215,cedeira,43.6797,-8.0209,7.21,1,54,5.89,ES,1709870513
216,san patricio,28.017,-97.5169,23.92,92,100,5.55,US,1709870514
217,san andres,12.5847,-81.7006,28.01,74,20,3.6,CO,1709870428
218,salinas,36.6777,-121.6555,12.82,84,75,2.06,US,1709870247
219,hamilton,39.1834,-84.5333,10.25,85,100,0.45,US,1709870514
220,dryden,49.7833,-92.7503,-8.84,79,100,4.12,CA,1709870454
221,zavodskoy,43.4597,132.2922,-2.23,80,75,6.0,RU,1709870515
222,staraya kulatka,52.7167,47.6167,-18.06,100,74,2.2,RU,1709870515
223,chaiyaphum,15.75,102.0,35.55,38,4,4.7,TH,1709870516
224,hirara,24.8,125.2833,18.92,55,75,9.77,JP,1709870516
225,buka,40.8108,69.1986,11.71,46,99,1.65,UZ,1709870517
226,xinyuan,37.3,99.0,-1.42,11,82,1.2,CN,1709870517
227,pisco,-13.7,-76.2167,23.34,78,0,6.69,PE,1709870517
228,tacna,-18.0056,-70.2483,19.11,73,0,1.54,PE,1709870518
229,zouerate,22.7187,-12.4521,16.58,35,4,6.93,MR,1709870518
230,nadi,-17.8,177.4167,30.0,70,75,3.6,FJ,1709870518
231,recife,-8.0539,-34.8811,29.02,74,40,6.17,BR,1709870319
232,alakurtti,66.9672,30.3491,-11.03,98,90,2.05,RU,1709870519
233,holualoa,19.6228,-155.9522,23.77,81,85,1.15,US,1709870519
234,grand falls-windsor,48.9332,-55.6649,-5.28,91,100,2.68,CA,1709870519
235,pimentel,-6.8367,-79.9342,25.16,73,0,8.75,PE,1709870520
236,powai,19.1164,72.9047,27.77,30,2,2.06,IN,1709870520
237,dalandzadgad,43.5708,104.425,1.17,18,2,1.53,MN,1709870520
238,colonia,50.9333,6.95,3.25,72,0,3.6,DE,1709870499
239,maslyanino,54.3436,84.2111,-6.3,92,100,3.43,RU,1709870520
240,nelson,-41.2833,173.2833,21.27,58,20,0.45,NZ,1709870521
241,quelimane,-17.8786,36.8883,27.97,88,40,0.62,MZ,1709870521
242,mhamid,29.82,-5.72,13.65,46,0,5.75,MA,1709870521
243,namibe,-15.1961,12.1522,22.47,71,84,1.63,AO,1709870521
244,busia,0.4544,34.0758,19.32,70,17,2.09,UG,1709870521
245,pokhara,28.2333,83.9833,22.09,22,0,2.21,NP,1709870522
246,rongelap,11.1635,166.8941,26.55,84,76,10.11,MH,1709870522
247,ravar,31.2656,56.8055,14.25,36,81,3.35,IR,1709870522
248,balikpapan,-1.2675,116.8289,32.55,66,75,3.09,ID,1709870522
249,celestun,20.8667,-90.4,26.52,74,44,5.47,MX,1709870523
250,bhimunipatnam,17.8833,83.4333,28.73,61,10,1.25,IN,1709870523
251,feijo,-8.1642,-70.3536,23.64,99,96,0.89,BR,1709870523
252,la sarre,48.8002,-79.1996,-6.48,93,93,1.92,CA,1709870523
253,chibougamau,49.9168,-74.3659,-11.21,79,20,1.54,CA,1709870524
254,jagtial,18.8,78.9333,30.89,17,2,2.1,IN,1709870524
255,goundam,16.4145,-3.6708,22.75,7,30,3.74,ML,1709870524
256,san antonio de pale,-1.4014,5.6325,28.14,78,94,2.59,GQ,1709870524
257,ta`u,-14.2336,-169.5144,28.1,74,60,1.37,AS,1709870525
258,chonchi,-42.6128,-73.8092,11.56,97,100,3.84,CL,1709870525
259,luena,-11.7833,19.9167,18.1,94,100,1.54,AO,1709870525
260,tughyl,47.7252,84.2063,-8.31,86,68,1.46,KZ,1709870525
261,galesong,-5.3166,119.3661,32.01,72,100,4.44,ID,1709870525
262,la ronge,55.1001,-105.2842,-7.86,67,75,5.14,CA,1709870526
263,carnarvon,-24.8667,113.6333,29.04,68,0,6.33,AU,1709870526
264,magadan,59.5667,150.8,-9.15,67,94,1.7,RU,1709870526
265,port lincoln,-34.7333,135.8667,26.36,56,7,4.84,AU,1709870526
266,maceio,-9.6658,-35.7353,26.69,89,40,2.57,BR,1709870417
267,xai-xai,-25.0519,33.6442,23.78,91,3,2.99,MZ,1709870527
268,nampa,43.5407,-116.5635,2.06,77,0,1.54,US,1709870484
269,guerrero negro,27.9769,-114.0611,15.71,72,13,7.07,MX,1709870329
270,morant bay,17.8815,-76.4093,26.79,86,8,2.87,JM,1709870527
271,conceicao da barra,-18.5933,-39.7322,24.63,95,23,1.91,BR,1709870527
272,ruston,32.5232,-92.6379,18.66,94,40,1.54,US,1709870403
273,inhambane,-23.865,35.3833,24.84,90,0,0.67,MZ,1709870527
274,hami,42.8,93.45,6.06,16,82,0.31,CN,1709870527
275,lappeenranta,61.0587,28.1887,-1.36,87,100,4.12,FI,1709870527
276,talnakh,69.4865,88.3972,-19.89,96,98,2.28,RU,1709870528
277,fredericia,55.5657,9.7526,1.35,81,5,3.83,DK,1709870528
278,castillos,-34.1667,-53.8333,18.65,90,33,3.35,UY,1709870529
279,ulsteinvik,62.3432,5.8487,2.09,77,12,0.89,NO,1709870529
280,sassandra,4.95,-6.0833,25.68,92,98,2.23,CI,1709870529
281,kone,-21.0595,164.8658,24.41,85,100,2.04,NC,1709870529
282,clayton,33.5335,-84.3666,16.06,87,0,0.0,US,1709870529
283,skovorodino,53.9833,123.9167,-9.21,67,12,2.47,RU,1709870529
284,santa cruz,-17.8,-63.1667,25.7,89,40,3.09,BO,1709870236
285,midland,31.9974,-102.0779,19.37,26,0,1.54,US,1709870368
286,kayyerkan,69.3786,87.7439,-19.84,83,99,0.35,RU,1709870530
287,lesogorsk,56.0458,99.5136,-1.15,83,100,3.13,RU,1709870530
288,buala,-8.145,159.5921,30.42,67,89,3.49,SB,1709870530
289,pangoa,-12.1167,-73.0,21.05,99,64,0.99,PE,1709870530
290,luchegorsk,46.4764,134.2569,-4.61,67,99,2.98,RU,1709870530
291,jamestown,42.097,-79.2353,5.01,79,0,6.69,US,1709870531
292,yigo village,13.5361,144.8886,30.16,67,33,7.72,GU,1709870531
293,ceeldheer,3.8488,47.1806,26.79,77,5,5.08,SO,1709870531
294,sete,43.4018,3.6966,12.02,82,100,9.84,FR,1709870531
295,manay,7.215,126.5397,29.29,65,100,5.06,PH,1709870531
296,along,28.1667,94.7667,24.31,39,56,0.25,IN,1709870531
297,fort bragg,35.139,-79.006,14.14,100,0,0.0,US,1709870532
298,daru,-9.0763,143.2092,29.81,73,82,3.82,PG,1709870532
299,catumbela,-12.4314,13.5472,26.21,84,100,1.11,AO,1709870532
300,vila franca do campo,37.7167,-25.4333,16.23,87,83,8.04,PT,1709870532
301,general villegas,-35.0328,-63.0125,19.92,76,27,4.98,AR,1709870532
302,barcelos,41.5388,-8.6151,11.08,92,100,9.66,PT,1709870532
303,yulinshi,38.2906,109.7494,2.55,22,0,4.04,CN,1709870533
304,frankenmuth,43.3317,-83.738,5.81,89,0,1.03,US,1709870533
305,port alfred,-33.5906,26.891,16.77,78,0,0.89,ZA,1709870533
306,gamba,-2.65,10.0,26.75,86,95,2.19,GA,1709870533
307,callao,-12.0667,-77.15,27.07,73,0,6.69,PE,1709870261
308,burang,30.25,81.1667,-8.78,49,18,0.87,CN,1709870533
309,vilyuysk,63.7553,121.6247,-14.14,91,100,1.13,RU,1709870533
310,zaragoza,41.6561,-0.8773,10.01,74,20,1.03,ES,1709870417
311,pathein,16.7833,94.7333,33.96,16,77,2.41,MM,1709870534
312,ola,59.5833,151.2833,-8.81,67,90,2.75,RU,1709870534
313,la puebla de cazalla,37.2216,-5.3115,7.78,91,75,4.27,ES,1709870534
314,kapuskasing,49.4169,-82.4331,0.05,47,100,5.14,CA,1709870534
315,necochea,-38.5473,-58.7368,21.41,46,51,6.28,AR,1709870535
316,tulare,36.2666,-118.8009,9.63,88,69,2.15,US,1709870248
317,jwaneng,-24.6004,24.7303,20.16,70,72,2.96,BW,1709870535
318,afaahiti,-17.75,-149.2833,26.93,82,100,6.79,PF,1709870535
319,campo grande,-20.4428,-54.6464,25.75,83,75,4.12,BR,1709870420
320,el haouaria,37.05,11.0144,15.01,76,100,3.74,TN,1709870535
321,kourou,5.1552,-52.6478,27.03,90,84,3.95,GF,1709870536
322,coxen hole,16.3244,-86.5366,26.6,83,40,7.72,HN,1709870536
323,la passe,45.5549,-0.8967,10.13,85,100,4.3,FR,1709870536
324,haiku-pauwela,20.9219,-156.3051,22.8,83,72,4.02,US,1709870536
325,edgewater,28.9889,-80.9023,20.62,93,100,2.71,US,1709870536
326,iwanai,42.9744,140.5089,0.99,46,99,0.82,JP,1709870536
327,gokceada,40.2011,25.909,7.6,88,100,10.63,TR,1709870537
328,murghob,38.1702,73.9667,-12.12,78,100,1.28,TJ,1709870537
329,klyuchi,52.2667,79.1667,-8.65,93,91,2.33,RU,1709870537
330,mili,6.0815,171.735,27.81,83,98,11.72,MH,1709870537
331,uturoa,-16.7333,-151.4333,28.08,76,98,5.79,PF,1709870537
332,shangmei,27.7428,111.2956,15.45,45,51,2.13,CN,1709870537
333,siquijor,9.2142,123.515,29.95,71,56,6.28,PH,1709870538
334,whitefish,48.4111,-114.3376,-2.78,73,0,0.0,US,1709870538
335,cuenca,-2.8833,-78.9833,17.07,67,75,1.54,EC,1709870524
336,villa mariano matamoros,19.3333,-98.3667,15.61,34,1,1.04,MX,1709870538
337,dunedin,-45.8742,170.5036,14.55,62,86,1.7,NZ,1709870538
338,mount gambier,-37.8333,140.7667,29.05,26,24,2.4,AU,1709870538
339,ndola,-12.9587,28.6366,19.19,93,90,0.89,ZM,1709870405
340,greenville,35.6127,-77.3663,13.02,88,75,1.54,US,1709870316
341,upington,-28.4478,21.2561,18.21,48,0,1.03,ZA,1709870539
342,santa ana,33.7456,-117.8678,14.37,86,75,4.63,US,1709870539
343,kilindoni,-7.9139,39.6668,28.35,73,10,1.9,TZ,1709870539
344,chapaev,50.2,51.1667,-10.74,92,60,1.27,KZ,1709870539
345,acajutla,13.5928,-89.8275,25.53,86,2,3.25,SV,1709870540
346,tura,25.5198,90.2201,26.25,14,0,2.19,IN,1709870540
347,neiafu,-18.65,-173.9833,29.38,79,75,5.14,TO,1709870540
348,achinsk,56.2694,90.4993,-7.12,91,100,4.02,RU,1709870541
349,fergus falls,46.283,-96.0776,-2.96,80,100,5.66,US,1709870541
350,maridi,4.9158,29.4742,20.55,88,81,1.1,SS,1709870541
351,antsiranana,-12.2787,49.2917,25.74,87,44,3.69,MG,1709870542
352,saint-philippe,-21.3585,55.7679,24.77,82,0,3.67,RE,1709870542
353,beledweyne,4.7358,45.2036,25.57,81,0,4.3,SO,1709870542
354,selebi-phikwe,-21.979,27.8498,20.73,68,10,2.16,BW,1709870543
355,gao,16.6362,1.637,23.52,7,10,4.95,ML,1709870543
356,al jawf,29.5,38.75,10.21,72,84,3.5,SA,1709870544
357,manturovo,58.3353,44.7619,-5.12,97,99,2.4,RU,1709870544
358,cambria,35.5641,-121.0808,12.64,87,6,3.17,US,1709870545
359,nelson bay,-32.7167,152.15,28.03,62,2,5.82,AU,1709870397
360,severo-yeniseyskiy,60.3725,93.0408,-15.24,92,86,2.24,RU,1709870545
361,puerto baquerizo moreno,-0.9,-89.6,26.17,85,17,2.48,EC,1709870545
362,konarka,19.9,86.1167,25.22,63,83,2.51,IN,1709870545
363,tsiombe,-25.3,45.4833,24.77,90,79,2.04,MG,1709870546
364,pont rouge,48.8833,-72.0825,-4.84,78,4,2.38,CA,1709870546
